latitude;longitude;class
39.927689;116.340569;0
39.927700;116.340569;0
39.927872;116.340591;0
39.922142;116.345383;0
39.922169;116.346222;0
39.922169;116.346123;0
39.922169;116.346039;0
39.922150;116.345818;0
39.921669;116.353798;0
39.921131;116.350883;0
39.922031;116.350807;0
39.921150;116.350868;0
39.922249;116.353149;0
39.922188;116.348068;0
39.930229;116.338020;0
39.930130;116.338051;0
39.931049;116.337502;0
39.936089;116.333771;0
39.936111;116.333817;0
39.936089;116.334053;0
39.935989;116.334969;0
39.931198;116.337189;0
39.936119;116.335854;0
39.920750;116.353493;0
39.920731;116.353470;0
39.920620;116.353897;0
39.918549;116.367233;0
39.919868;116.353508;0
39.911301;116.375641;0
39.915611;116.367332;0
39.912411;116.366997;0
39.913002;116.367500;0
39.913349;116.362640;0
39.913731;116.362740;0
39.915440;116.359741;0
39.915501;116.360611;0
39.915260;116.360626;0
39.975220;116.356323;0
39.975201;116.356308;0
39.975170;116.359390;0
39.966858;116.363937;0
39.967041;116.363876;0
39.967159;116.363937;0
39.960831;116.421593;0
39.960838;116.421593;0
39.960808;116.421600;0
39.952919;116.423370;0
39.952919;116.423378;0
39.964741;116.418701;0
39.960922;116.419022;0
39.948380;116.426353;0
39.948071;116.424637;0
39.958038;116.425751;0
39.958111;116.426613;0
39.958069;116.425728;0
39.953979;116.428169;0
39.953869;116.426201;0
39.957890;116.425629;0
39.957840;116.425636;0
39.956680;116.425858;0
39.958038;116.425598;0
39.958031;116.425552;0
39.952988;116.425789;0
39.951969;116.426102;0
39.943199;116.425789;0
39.946251;116.428253;0
39.946388;116.427948;0
39.931190;116.419533;0
39.932259;116.419250;0
39.939709;116.423958;0
39.939651;116.423088;0
39.939651;116.422821;0
39.939651;116.422798;0
39.939659;116.422829;0
39.939659;116.422867;0
39.939720;116.424088;0
39.939709;116.424103;0
39.939579;116.422882;0
39.939640;116.422028;0
39.932251;116.422127;0
39.932411;116.422546;0
39.930542;116.419579;0
39.932281;116.422981;0
39.939770;116.426331;0
39.939758;116.426300;0
39.939758;116.426086;0
39.939770;116.426201;0
39.943710;116.427429;0
39.939781;116.426964;0
39.939999;116.427040;0
39.940159;116.427063;0
39.942089;116.427429;0
39.943340;116.427681;0
39.943501;116.427902;0
39.939480;116.427719;0
39.955681;116.428337;0
39.976318;116.411461;0
39.968121;116.415939;0
39.968132;116.416069;0
39.968109;116.415039;0
39.968121;116.415031;0
39.967251;116.418617;0
39.967789;116.417542;0
39.958141;116.427711;0
39.958141;116.427460;0
39.927540;116.419937;0
39.928421;116.419678;0
39.928329;116.419678;0
39.928162;116.419693;0
39.927742;116.419609;0
39.928520;116.419579;0
39.929100;116.419548;0
39.927788;116.419601;0
39.922829;116.413078;0
39.926189;116.420799;0
39.926178;116.420799;0
39.926189;116.420799;0
39.926239;116.422813;0
39.931908;116.428108;0
39.931591;116.427711;0
39.932182;116.426712;0
39.932011;116.427269;0
39.931690;116.427368;0
39.932079;116.425240;0
39.932201;116.426147;0
39.932228;116.426918;0
39.932228;116.426323;0
39.932220;116.426193;0
39.931862;116.427879;0
39.932289;116.426758;0
39.932339;116.425163;0
39.932289;116.426483;0
39.932270;116.424942;0
39.932388;116.424507;0
39.932400;116.424667;0
39.932400;116.424957;0
39.934410;116.427994;0
39.934910;116.427780;0
39.932789;116.427757;0
39.932678;116.428398;0
39.932648;116.427223;0
39.932449;116.429001;0
39.935608;116.427490;0
39.958221;116.428802;0
39.958221;116.428787;0
39.913601;116.402657;0
39.914299;116.405472;0
39.917881;116.404778;0
39.916851;116.404892;0
39.911861;116.400513;0
39.912338;116.400421;0
39.912468;116.400421;0
39.913639;116.400352;0
39.913788;116.400284;0
39.913948;116.399872;0
39.913940;116.399834;0
39.913929;116.399811;0
39.913929;116.399803;0
39.906502;116.397072;0
39.906342;116.395844;0
39.906231;116.391144;0
39.906288;116.390129;0
39.906021;116.380692;0
39.905968;116.380089;0
39.904099;116.385498;0
39.906120;116.384888;0
39.907341;116.385628;0
39.907070;116.385612;0
39.907059;116.385612;0
39.906151;116.389809;0
39.914001;116.407730;0
39.916180;116.406593;0
39.916168;116.406631;0
39.916168;116.406609;0
39.914280;116.411880;0
39.914139;116.411842;0
39.913509;116.411530;0
39.913670;116.410263;0
39.919380;116.420197;0
39.921669;116.419968;0
39.977680;116.411232;0
39.975330;116.369629;0
39.975269;116.369583;0
39.975231;116.369171;0
39.975220;116.369102;0
39.975182;116.368927;0
39.987030;116.386742;0
39.989342;116.381302;0
39.966740;116.368538;0
39.966698;116.366699;0
39.966351;116.367287;0
39.975151;116.367371;0
39.975140;116.366478;0
39.975151;116.366470;0
39.974979;116.364037;0
39.975300;116.364868;0
39.975349;116.365311;0
39.975349;116.366333;0
39.987320;116.404968;0
39.987389;116.394661;0
39.986702;116.395439;0
39.987282;116.396896;0
39.988731;116.398010;0
39.988949;116.397247;0
39.988861;116.398232;0
39.988789;116.398163;0
39.988831;116.398216;0
39.988831;116.398064;0
39.988281;116.398338;0
39.988281;116.398331;0
39.988289;116.398308;0
39.988770;116.398087;0
39.988831;116.398064;0
39.990311;116.401291;0
39.988140;116.394638;0
39.988159;116.394638;0
39.988430;116.394821;0
39.990940;116.401207;0
39.983120;116.410919;0
39.983189;116.410919;0
39.983349;116.410919;0
39.978462;116.411171;0
39.971359;116.419212;0
39.968140;116.420197;0
39.979622;116.418129;0
39.971481;116.422539;0
39.917099;116.346001;0
39.916962;116.348152;0
39.916969;116.348183;0
39.917068;116.349167;0
39.917068;116.349182;0
39.917080;116.349030;0
39.915569;116.351158;0
39.917068;116.349281;0
39.919418;116.350258;0
39.918610;116.351227;0
39.914680;116.350540;0
39.923119;116.337982;0
39.925941;116.337914;0
39.924091;116.337936;0
39.921391;116.338409;0
39.921082;116.338631;0
39.922489;116.338150;0
39.926842;116.337997;0
39.920242;116.338547;0
39.917038;116.342972;0
39.914391;116.347237;0
39.922039;116.333588;0
39.915859;116.338829;0
39.914490;116.339020;0
39.912521;116.347221;0
39.912380;116.346939;0
39.912331;116.346893;0
39.912540;116.347900;0
39.912498;116.346352;0
39.912579;116.348450;0
39.912579;116.348457;0
39.912251;116.346893;0
39.912350;116.350578;0
39.912979;116.353493;0
39.912529;116.353508;0
39.912460;116.351761;0
39.912460;116.351631;0
39.913239;116.357460;0
39.915409;116.359497;0
39.915390;116.358238;0
39.912281;116.350212;0
39.912579;116.349213;0
39.928841;116.327751;0
39.928150;116.327789;0
39.928558;116.327721;0
39.930969;116.327080;0
39.930260;116.325851;0
39.937160;116.324760;0
39.931908;116.327393;0
39.932320;116.327301;0
39.934990;116.327583;0
39.936668;116.326714;0
39.936928;116.324448;0
39.936958;116.324074;0
39.910988;116.351807;0
39.912758;116.359596;0
39.908638;116.367752;0
39.908630;116.367752;0
39.908798;116.367722;0
39.912750;116.361061;0
39.910671;116.350578;0
39.910839;116.351448;0
39.910500;116.354752;0
39.910419;116.354759;0
39.910500;116.354736;0
39.910500;116.354752;0
39.905170;116.367844;0
39.905022;116.376617;0
39.902542;116.377876;0
39.905781;116.368980;0
39.906361;116.376518;0
39.905861;116.376740;0
39.907860;116.367668;0
39.906418;116.365631;0
39.905769;116.366730;0
39.905891;116.362648;0
39.905869;116.363228;0
39.908142;116.356659;0
39.909668;116.356781;0
39.909531;116.353394;0
39.975750;116.347061;0
39.977570;116.347778;0
39.975090;116.349152;0
39.971481;116.424187;0
39.971458;116.424362;0
39.939522;116.430588;0
39.939659;116.431030;0
39.939671;116.430656;0
39.948410;116.436073;0
39.961311;116.434914;0
39.958290;116.435219;0
39.958221;116.433327;0
39.958321;116.436569;0
39.935539;116.430237;0
39.935299;116.430099;0
39.937241;116.430130;0
39.937359;116.430069;0
39.937389;116.430038;0
39.937439;116.430069;0
39.936951;116.432930;0
39.939880;116.434410;0
39.939842;116.433701;0
39.939552;116.432831;0
39.939610;116.432732;0
39.946049;116.437210;0
39.945999;116.437286;0
39.945892;116.437462;0
39.926281;116.427849;0
39.927349;116.428329;0
39.922909;116.422050;0
39.922920;116.422050;0
39.923042;116.422012;0
39.922939;116.424477;0
39.929482;116.429062;0
39.928699;116.427971;0
39.932240;116.430077;0
39.932472;116.429916;0
39.935478;116.432991;0
39.928669;116.430672;0
39.928829;116.429840;0
39.924538;116.428574;0
39.923981;116.428093;0
39.924538;116.429070;0
39.934620;116.433662;0
39.934761;116.433632;0
39.935051;116.435371;0
39.935040;116.435204;0
39.935040;116.435143;0
39.935921;116.436180;0
39.935841;116.435638;0
39.935040;116.436440;0
39.966881;116.432228;0
39.917721;116.420547;0
39.917980;116.420311;0
39.917809;116.420540;0
39.917732;116.420547;0
39.922131;116.428177;0
39.922810;116.428230;0
39.919128;116.420219;0
39.922901;116.427711;0
39.922958;116.427597;0
39.923012;116.427467;0
39.923519;116.428261;0
39.913940;116.417580;0
39.914341;116.416512;0
39.917179;116.420242;0
39.920181;116.428169;0
39.920269;116.428169;0
39.923050;116.428917;0
39.918789;116.428528;0
39.919460;116.428223;0
39.918068;116.428337;0
39.918930;116.428520;0
39.919960;116.428741;0
39.919811;116.428619;0
39.923100;116.432098;0
39.922840;116.431778;0
39.925842;116.431351;0
39.925522;116.435623;0
39.925591;116.434631;0
39.934521;116.437576;0
39.933762;116.437592;0
39.932980;116.437576;0
39.932899;116.437508;0
39.934399;116.437576;0
39.932869;116.437508;0
39.932419;116.437828;0
39.932369;116.436577;0
39.932320;116.434830;0
39.931061;116.437401;0
39.925491;116.434372;0
39.925552;116.434540;0
39.927078;116.434227;0
39.925560;116.433502;0
39.925610;116.433197;0
39.929050;116.434082;0
39.929108;116.434082;0
39.929661;116.432808;0
39.929169;116.434067;0
39.927658;116.437714;0
39.932339;116.438393;0
39.923771;116.433960;0
39.923901;116.434158;0
39.967690;116.430878;0
39.906609;116.401878;0
39.904530;116.405296;0
39.904541;116.405289;0
39.904541;116.405258;0
39.906849;116.405777;0
39.906830;116.405769;0
39.910690;116.407631;0
39.909332;116.407440;0
39.908951;116.411430;0
39.909710;116.411568;0
39.910698;116.407639;0
39.910721;116.407654;0
39.910942;116.411522;0
39.912510;116.407768;0
39.911160;116.411507;0
39.910919;116.411697;0
39.910698;116.411781;0
39.909058;116.405281;0
39.907749;116.405220;0
39.907650;116.405220;0
39.907539;116.405220;0
39.907120;116.409302;0
39.908710;116.411720;0
39.907921;116.411659;0
39.907131;116.411743;0
39.907879;116.411537;0
39.907928;116.411530;0
39.908028;116.411491;0
39.903641;116.405540;0
39.903629;116.405518;0
39.903618;116.405479;0
39.903549;116.405457;0
39.903629;116.405479;0
39.905479;116.393066;0
39.905312;116.393021;0
39.906441;116.393822;0
39.897961;116.393600;0
39.897758;116.393730;0
39.897610;116.393921;0
39.897621;116.393921;0
39.899170;116.394737;0
39.899601;116.389687;0
39.897541;116.389221;0
39.897549;116.389221;0
39.898010;116.389343;0
39.898018;116.389343;0
39.898018;116.389328;0
39.897739;116.389282;0
39.898010;116.389420;0
39.897381;116.378151;0
39.898468;116.378632;0
39.900078;116.377876;0
39.894882;116.388252;0
39.904480;116.408821;0
39.904411;116.407913;0
39.904808;116.411621;0
39.904808;116.411537;0
39.904781;116.410393;0
39.906898;116.413231;0
39.907040;116.414574;0
39.906910;116.413437;0
39.906891;116.414909;0
39.906570;116.418198;0
39.904800;116.411774;0
39.910400;116.420593;0
39.912930;116.420464;0
39.914032;116.418114;0
39.914040;116.420540;0
39.911510;116.420708;0
39.914070;116.425148;0
39.914238;116.428543;0
39.914261;116.427498;0
39.914192;116.425392;0
39.914261;116.427483;0
39.914078;116.425171;0
39.916241;116.428818;0
39.917770;116.428322;0
39.986969;116.410568;0
39.992020;116.380737;0
39.992130;116.380928;0
39.992771;116.394691;0
39.990749;116.394531;0
39.990692;116.394577;0
39.992481;116.394791;0
39.992519;116.394829;0
39.992111;116.394897;0
39.990448;116.395554;0
39.990429;116.395554;0
39.990471;116.395432;0
39.990471;116.395523;0
39.990479;116.395500;0
39.986591;116.372368;0
39.997658;116.380692;0
39.995308;116.401390;0
39.996719;116.406517;0
39.996559;116.406532;0
39.993492;116.401123;0
39.992859;116.410683;0
39.993069;116.410683;0
39.993160;116.410683;0
39.992771;116.401398;0
39.997379;116.401840;0
39.997299;116.401779;0
39.997501;116.401451;0
39.997322;116.401802;0
39.997440;116.406647;0
39.997490;116.407417;0
39.997490;116.407539;0
39.997410;116.405571;0
39.997421;116.404404;0
39.996731;116.389542;0
39.987892;116.417778;0
39.973160;116.427177;0
39.987640;116.420769;0
39.912960;116.337852;0
39.912651;116.337387;0
39.911419;116.338959;0
39.914349;116.338989;0
39.912598;116.338516;0
39.913231;116.339104;0
39.911789;116.339027;0
39.912640;116.341690;0
39.912640;116.341568;0
39.910259;116.350647;0
39.909172;116.350723;0
39.909641;116.350159;0
39.908302;116.346397;0
39.910389;116.346474;0
39.911861;116.346748;0
39.910999;116.346474;0
39.911030;116.346542;0
39.910950;116.346542;0
39.907841;116.351471;0
39.907829;116.351471;0
39.908279;116.350723;0
39.908028;116.350853;0
39.907581;116.353020;0
39.905968;116.346779;0
39.905960;116.347282;0
39.905949;116.347870;0
39.905968;116.347610;0
39.905869;116.353790;0
39.916962;116.332260;0
39.922188;116.328362;0
39.923359;116.328194;0
39.922668;116.328362;0
39.922752;116.328300;0
39.923290;116.328201;0
39.923321;116.328201;0
39.923840;116.328201;0
39.923290;116.328201;0
39.926338;116.328003;0
39.912598;116.336098;0
39.912651;116.336121;0
39.912670;116.336121;0
39.912670;116.336113;0
39.912640;116.335060;0
39.904751;116.346413;0
39.915062;116.328400;0
39.921768;116.327667;0
39.915409;116.328499;0
39.926861;116.327477;0
39.927471;116.327782;0
39.921822;116.327591;0
39.921791;116.327759;0
39.907421;116.338028;0
39.907532;116.338058;0
39.904480;116.350899;0
39.903831;116.356934;0
39.933289;116.319656;0
39.931080;116.322197;0
39.927071;116.319511;0
39.927601;116.319611;0
39.930889;116.324142;0
39.930569;116.319717;0
39.927959;116.319839;0
39.929001;116.323349;0
39.929001;116.323357;0
39.929020;116.323341;0
39.928879;116.325272;0
39.937050;116.321022;0
39.936981;116.320976;0
39.937012;116.319511;0
39.937279;116.318192;0
39.901451;116.350670;0
39.901970;116.346481;0
39.901909;116.346573;0
39.896782;116.370468;0
39.896759;116.370377;0
39.896801;116.370651;0
39.895958;116.368073;0
39.896610;116.369339;0
39.896069;116.368073;0
39.898018;116.367767;0
39.896931;116.368088;0
39.896580;116.370064;0
39.897060;116.374283;0
39.896301;116.373306;0
39.894600;116.378273;0
39.983410;116.347237;0
39.979912;116.340477;0
39.984032;116.347321;0
39.985611;116.353592;0
39.985210;116.343300;0
39.945259;116.438698;0
39.943871;116.444252;0
39.943630;116.444237;0
39.946411;116.444656;0
39.949131;116.440262;0
39.960339;116.439568;0
39.960281;116.442223;0
39.958908;116.444000;0
39.965881;116.441971;0
39.965858;116.441978;0
39.961708;116.440971;0
39.963440;116.442551;0
39.965408;116.442558;0
39.965839;116.441994;0
39.963470;116.442619;0
39.957199;116.444908;0
39.956802;116.444809;0
39.956718;116.444939;0
39.956711;116.444992;0
39.958019;116.445068;0
39.957729;116.445930;0
39.932301;116.441612;0
39.939449;116.444252;0
39.939919;116.444641;0
39.939960;116.445381;0
39.920799;116.434868;0
39.920830;116.434837;0
39.920971;116.434761;0
39.919342;116.434647;0
39.920200;116.434647;0
39.921459;116.435349;0
39.921421;116.435349;0
39.921829;116.436684;0
39.925560;116.437759;0
39.925591;116.436798;0
39.925480;116.437477;0
39.922722;116.435532;0
39.922562;116.436409;0
39.922501;116.436684;0
39.922432;116.436943;0
39.925621;116.436707;0
39.921570;116.435013;0
39.924099;116.434647;0
39.921581;116.434921;0
39.926220;116.437531;0
39.925789;116.437691;0
39.925961;116.437378;0
39.921570;116.435013;0
39.926819;116.437782;0
39.926830;116.437759;0
39.926819;116.437759;0
39.926701;116.437767;0
39.921299;116.434410;0
39.921360;116.433807;0
39.921299;116.434052;0
39.921349;116.431740;0
39.921768;116.434311;0
39.921478;116.431732;0
39.921669;116.434570;0
39.920620;116.434601;0
39.922260;116.434433;0
39.922459;116.434479;0
39.922409;116.434502;0
39.922791;116.434433;0
39.921871;116.434433;0
39.921871;116.433434;0
39.922592;116.434380;0
39.922188;116.434250;0
39.922031;116.434319;0
39.922470;116.434181;0
39.922531;116.434341;0
39.922791;116.433777;0
39.922722;116.433441;0
39.922470;116.434181;0
39.922310;116.433609;0
39.922199;116.434303;0
39.922722;116.434372;0
39.921890;116.434410;0
39.921871;116.434418;0
39.921871;116.434410;0
39.923019;116.434517;0
39.924049;116.434624;0
39.924042;116.434624;0
39.923950;116.434570;0
39.923069;116.434471;0
39.923431;116.434341;0
39.923859;116.434143;0
39.922871;116.432663;0
39.923939;116.434387;0
39.923172;116.434410;0
39.919312;116.434631;0
39.921341;116.437042;0
39.921520;116.437141;0
39.921520;116.437134;0
39.921532;116.437119;0
39.925430;116.439751;0
39.925781;116.438507;0
39.916740;116.434753;0
39.918461;116.434776;0
39.921120;116.437233;0
39.938129;116.444267;0
39.937069;116.444237;0
39.931881;116.444107;0
39.932049;116.444138;0
39.935181;116.444290;0
